# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	83026	83754	-	LNNEOK_00390	mpaA	murein tripeptide amidase MpaA	COG:COG2866, COG:M, EC:3.4.17.-, GO:0004040, GO:0004181, GO:0005737, GO:0006508, GO:0008270, GO:0009050, GO:0009253, GO:0016998, GO:0042803, GO:0061473, GO:0071555, RefSeq:WP_001773901.1, SO:0001217, UniParc:UPI0002A301ED, UniRef:UniRef100_UPI0002A301ED, UniRef:UniRef50_P0ACV7, UniRef:UniRef90_P0ACV7
contig_1	cds	84045	84683	-	LNNEOK_00395	wcaG	Nucleoside-diphosphate-sugar epimerase	COG:COG0451, COG:M, RefSeq:WP_001556942.1, SO:0001217, UniParc:UPI0002A2F0BF, UniRef:UniRef100_UPI0002A2F0BF, UniRef:UniRef50_A0A446CXD5, UniRef:UniRef90_A0A5Q5A5H6
contig_1	sorf	84680	84754	-	LNNEOK_00400	ycjY	Uncharacterized protein YcjY	COG:COG1073, COG:T, GO:0016787, GO:0051301, SO:0001217, UniParc:UPI00016A1BD1, UniRef:UniRef100_A0A377K7J5, UniRef:UniRef50_P76049, UniRef:UniRef90_P76049
contig_1	cds	84754	85674	-	LNNEOK_00405	mpaA	murein tripeptide amidase MpaA	GO:0004181, GO:0006508, GO:0008270, RefSeq:WP_001538718.1, SO:0001217, UniParc:UPI0002A45838, UniRef:UniRef100_A0A8B5HJM5, UniRef:UniRef50_P76049, UniRef:UniRef90_A0A3Y3K4K7
contig_1	cds	85812	86711	+	LNNEOK_00410	pgrR	DNA-binding transcriptional regulator PgrR	BlastRules:WP_000817708, COG:COG0583, COG:K, GO:0003677, GO:0003700, GO:0006351, GO:0043565, GO:0045892, GO:0071978, RefSeq:WP_000817700.1, SO:0001217, UniParc:UPI00000DEB4A, UniRef:UniRef100_E2QLT8, UniRef:UniRef50_P77333, UniRef:UniRef90_P77333
contig_1	cds	87048	88661	+	LNNEOK_00415	mppA	murein tripeptide ABC transporter substrate-binding protein MppA	BlastRules:WP_000683020, COG:COG4166, COG:E, GO:0015031, GO:0015833, GO:0016020, GO:0030288, GO:0035351, GO:0042597, GO:0042938, GO:0042939, GO:0055052, GO:0140207, GO:1900750, GO:1904680, RefSeq:WP_000682996.1, SO:0001217, UniParc:UPI0001886499, UniRef:UniRef100_A0A2G8ZSW4, UniRef:UniRef50_P77348, UniRef:UniRef90_P77348
contig_1	cds	88712	89743	-	LNNEOK_00420	ynaI	low conductance mechanosensitive channel YnaI	BlastRules:WP_000559900, COG:COG0668, COG:M, GO:0005886, GO:0008381, GO:0042802, GO:0071470, RefSeq:WP_000559904.1, SO:0001217, UniParc:UPI0000D508F1, UniRef:UniRef100_A0A2J1BM88, UniRef:UniRef50_P0AEB6, UniRef:UniRef90_P0AEB6
contig_1	cds	89987	90244	+	LNNEOK_00425	ynaJ	Uncharacterized protein YnaJ	GO:0005886, RefSeq:WP_000605090.1, SO:0001217, UniParc:UPI000013BADC, UniRef:UniRef100_P64447, UniRef:UniRef50_P64447, UniRef:UniRef90_P64447
contig_1	cds	90294	91244	-	LNNEOK_00430	uspE	universal stress protein UspE	COG:COG0589, COG:T, GO:0005737, RefSeq:WP_001262123.1, SO:0001217, UniParc:UPI0000165443, UniRef:UniRef100_P0AAC2, UniRef:UniRef50_Q8ZP84, UniRef:UniRef90_Q8ZP84
contig_1	cds	91396	92148	-	LNNEOK_00435	fnr	fumarate/nitrate reduction transcriptional regulator Fnr	BlastRules:WP_000611911, BlastRules:WP_003243241, BlastRules:WP_005662331, COG:COG0664, COG:T, GO:0003677, GO:0003700, GO:0005737, GO:0006351, GO:0046872, GO:0051539, RefSeq:WP_000611911.1, SO:0001217, UniParc:UPI000012AB27, UniRef:UniRef100_P0A9E7, UniRef:UniRef50_P46148, UniRef:UniRef90_Q8Z787
contig_1	cds	92343	92858	-	LNNEOK_00440	ogt	methylated-DNA--[protein]-cysteine S-methyltransferase	COG:COG0350, COG:L, EC:2.1.1.63, GO:0003908, GO:0006281, RefSeq:WP_000945019.1, SO:0001217, UniParc:UPI0001F661EA, UniRef:UniRef100_A0A0K4HPF0, UniRef:UniRef50_P0AFH0, UniRef:UniRef90_A0A0K4HPF0
contig_1	ncRNA	93205	93300	-	LNNEOK_00445	mcaS	McaS/IsrA RNA	RFAM:RF00115, SO:0000655
contig_1	cds	93371	94186	-	LNNEOK_00450	araC	AraC-type DNA-binding domain and AraC-containing proteins	COG:COG2207, COG:K, RefSeq:WP_000156569.1, SO:0001217, UniParc:UPI00005EF5EC, UniRef:UniRef100_A0A0J2ADB4, UniRef:UniRef50_A0A0H2V761, UniRef:UniRef90_A0A0H2V761
contig_1	cds	94283	95197	+	LNNEOK_00455	hlyD	HlyD family secretion protein	RefSeq:WP_000587188.1, SO:0001217, UniParc:UPI00028D3DF0, UniRef:UniRef100_A0A377K928, UniRef:UniRef50_D6JAN8, UniRef:UniRef90_D6JAN8
contig_1	cds	95236	96618	+	LNNEOK_00460	araJ	putative arabinose efflux permease AraJ, MFS family	COG:COG2814, COG:G, SO:0001217, UniRef:UniRef50_A0A1V2FWK7, UniRef:UniRef90_A0A1V2FWK7
contig_1	cds	96813	97376	+	LNNEOK_00465	smrA	DNA endonuclease SmrA	COG:COG2840, COG:L, EC:3.1.-.-, GO:0003677, GO:0004520, RefSeq:WP_001046820.1, SO:0001217, UniParc:UPI0000D508F6, UniRef:UniRef100_A0A0D6IMG1, UniRef:UniRef50_P76053, UniRef:UniRef90_P76053
contig_1	cds	97397	98629	-	LNNEOK_00470	dgcM	diguanylate cyclase DgcM	BlastRules:WP_000628058, COG:COG2202, COG:T, EC:2.7.7.65, GO:0005525, GO:0005886, GO:0042802, GO:0043709, GO:0046872, GO:0052621, GO:1900233, GO:1902201, RefSeq:WP_000628065.1, SO:0001217, UniParc:UPI00005EFF2F, UniRef:UniRef100_A0A066R590, UniRef:UniRef50_P77302, UniRef:UniRef90_P77302
contig_1	sorf	98823	98870	+	LNNEOK_00475	ynaN	Protein YnaN	RefSeq:WP_211180494.1, SO:0001217, UniParc:UPI00107E63D9, UniRef:UniRef100_P0DSF1, UniRef:UniRef50_P0DSF1, UniRef:UniRef90_P0DSF1
contig_1	cds	98884	99867	+	LNNEOK_00480	zntB	zinc transporter ZntB	COG:COG0598, COG:P, GO:0005385, GO:0005886, GO:0071577, RefSeq:WP_000387388.1, SO:0001217, UniParc:UPI000013A8F3, UniRef:UniRef100_A7ZLH2, UniRef:UniRef50_A1JNE0, UniRef:UniRef90_Q83KS5
contig_1	ncRNA	99963	100080	+	LNNEOK_00485	frnS	Fumarate/nitrate reductase regulator sRNA	RFAM:RF01796, SO:0000655
contig_1	cds	100142	100315	+	LNNEOK_00490	ynaL	Protein YnaL	RefSeq:WP_001296046.1, SO:0001217, UniParc:UPI0000DACE2C, UniRef:UniRef100_P0DPO3, UniRef:UniRef50_P0DPO3, UniRef:UniRef90_P0DPO3
contig_1	cds	100345	101718	+	LNNEOK_00495	dbpA	ATP-dependent RNA helicase DbpA	COG:COG0513, COG:L, EC:3.6.4.13, GO:0000027, GO:0003676, GO:0003724, GO:0005524, GO:0005829, GO:0016887, GO:0019843, GO:0033677, GO:0034458, GO:0043531, RefSeq:WP_000123774.1, SO:0001217, UniParc:UPI000281D6A1, UniRef:UniRef100_A0A426F4P8, UniRef:UniRef50_P21693, UniRef:UniRef90_P21693
contig_1	cds	101847	102782	-	LNNEOK_00500	ttcA	tRNA 2-thiocytidine(32) synthetase TtcA	COG:COG0037, COG:J, EC:2.8.1.-, GO:0000049, GO:0000287, GO:0005524, GO:0005737, GO:0008033, GO:0016783, GO:0034227, GO:0051539, KEGG:K14058, RefSeq:WP_001157412.1, SO:0001217, UniParc:UPI0000061471, UniRef:UniRef100_B7MUI7, UniRef:UniRef50_B2JIL8, UniRef:UniRef90_Q8X8Q5
contig_1	cds	104651	104872	-	LNNEOK_00505	mntB	Manganese transport system membrane protein mntB	RefSeq:WP_001538720.1, SO:0001217, UniParc:UPI0002A467BD, UniRef:UniRef100_S1PD44, UniRef:UniRef50_A0A2J1BM72, UniRef:UniRef90_A0A2J1BM72
contig_1	cds	105109	105543	-	LNNEOK_00510	uspF	universal stress protein UspF	COG:COG0589, COG:T, GO:0005524, GO:0007155, GO:1902021, RefSeq:WP_001295593.1, SO:0001217, UniParc:UPI000000E2B1, UniRef:UniRef100_P0A4P7, UniRef:UniRef50_P37903, UniRef:UniRef90_P37903
contig_1	cds	105684	106817	-	LNNEOK_00515	ompN	porin OmpN	BlastRules:WP_063070036, COG:COG3203, COG:M, GO:0009279, GO:0015288, GO:0016020, GO:0034219, GO:0034220, GO:0046930, RefSeq:WP_001773902.1, SO:0001217, UniParc:UPI0002A202CF, UniRef:UniRef100_UPI001CC9CF20, UniRef:UniRef50_P06996, UniRef:UniRef90_P77747
contig_1	ncRNA	107042	107162	+	LNNEOK_00520	micC	MicC RNA	RFAM:RF00121, SO:0000655
contig_1	cds	107183	110707	-	LNNEOK_00525	nifJ	pyruvate:ferredoxin (flavodoxin) oxidoreductase	COG:C, COG:COG1143, EC:1.2.7.-, GO:0005506, GO:0006979, GO:0016903, GO:0022900, GO:0030976, GO:0043873, GO:0051539, RefSeq:WP_001538722.1, SO:0001217, UniParc:UPI0002A2A1FF, UniRef:UniRef100_A0A7B5G0C6, UniRef:UniRef50_P52647, UniRef:UniRef90_P52647
contig_1	cds	110981	111247	+	LNNEOK_00530	ydbJ	Uncharacterized protein YdbJ	COG:COG3042, COG:R, RefSeq:WP_001295715.1, SO:0001217, UniParc:UPI000013A911, UniRef:UniRef100_P0ACW3, UniRef:UniRef50_P0ACW3, UniRef:UniRef90_P0ACW3
contig_1	cds	111244	111666	-	LNNEOK_00535	hslJ	heat shock protein HslJ	COG:COG3187, COG:O, GO:0009408, RefSeq:WP_001538723.1, SO:0001217, UniParc:UPI0002A2347E, UniRef:UniRef100_A0A377K6R9, UniRef:UniRef50_P52644, UniRef:UniRef90_P52644
contig_1	cds	111777	112766	-	LNNEOK_00540	ldhA	D-lactate dehydrogenase	BlastRules:WP_000762236, COG:CHR, COG:COG1052, EC:1.1.1.28, GO:0005829, GO:0008720, GO:0009408, GO:0019664, GO:0042802, GO:0051289, GO:0070404, RefSeq:WP_000762229.1, SO:0001217, UniParc:UPI00000D07C0, UniRef:UniRef100_C3TB72, UniRef:UniRef50_P52643, UniRef:UniRef90_P52643
contig_1	cds	112974	115613	+	LNNEOK_00545	ydbH	YdbH family protein	GO:0005886, RefSeq:WP_001538724.1, SO:0001217, UniParc:UPI0002A1A1B4, UniRef:UniRef100_A0A7B5FZA7, UniRef:UniRef50_P52645, UniRef:UniRef90_P52645
contig_1	cds	115610	115795	+	LNNEOK_00550	ydbH	YdbH family protein	GO:0005886, RefSeq:WP_000698145.1, SO:0001217, UniParc:UPI000013BAEA, UniRef:UniRef100_P64449, UniRef:UniRef50_P52645, UniRef:UniRef90_P52645
contig_1	cds	115803	116129	+	LNNEOK_00555	ydbL	Uncharacterized protein YdbL	COG:COG3784, COG:S, RefSeq:WP_001350251.1, SO:0001217, UniParc:UPI0001E1803E, UniRef:UniRef100_A0A0G9FPT1, UniRef:UniRef50_P76076, UniRef:UniRef90_P76076
contig_1	cds	116504	123586	+	LNNEOK_00560	upaH	Autotransporter UpaH	RefSeq:WP_089502719.1, SO:0001217, UniParc:UPI000B7AF2CC, UniRef:UniRef100_UPI001E4580F7, UniRef:UniRef50_Q1RC09, UniRef:UniRef90_J3Y690
contig_1	cds	123795	124655	+	LNNEOK_00565	pdxI	pyridoxine 4-dehydrogenase	BlastRules:WP_000097801, COG:COG0667, COG:HR, EC:1.1.1.65, GO:0004033, GO:0005737, GO:0005829, GO:0009443, GO:0050236, RefSeq:WP_001538727.1, SO:0001217, UniParc:UPI0002A1D396, UniRef:UniRef100_A0A8B5HK81, UniRef:UniRef50_P25906, UniRef:UniRef90_P25906
contig_1	cds	124954	125559	+	LNNEOK_00570	ynbA	Inner membrane protein YnbA	GO:0005886, GO:0008654, GO:0016780, RefSeq:WP_001538728.1, SO:0001217, UniParc:UPI0002A4481E, UniRef:UniRef100_A0A7B5K358, UniRef:UniRef50_P76090, UniRef:UniRef90_P76090
contig_1	cds	125559	126455	+	LNNEOK_00575	ynbB	Uncharacterized protein YnbB	COG:COG4589, COG:R, EC:2.7.7.41, GO:0005886, GO:0009273, GO:0016772, KEGG:K00981, RefSeq:WP_001538730.1, SO:0001217, UniParc:UPI0002A2C00E, UniRef:UniRef100_A0A377K6S0, UniRef:UniRef50_P76091, UniRef:UniRef90_P76091
contig_1	cds	126471	128228	+	LNNEOK_00580	ynbC	Uncharacterized protein YnbC	COG:COG2267, COG:I, GO:0008757, GO:0016020, GO:0016298, RefSeq:WP_001773912.1, SO:0001217, UniParc:UPI0002A1BAF0, UniRef:UniRef100_UPI001E316DE9, UniRef:UniRef50_P76092, UniRef:UniRef90_P76092
contig_1	cds	128266	129534	+	LNNEOK_00585	ynbD	Uncharacterized protein YnbD	COG:COG2453, COG:T, GO:0005886, GO:0008138, GO:0016311, SO:0001217, UniParc:UPI0002A40F42, UniRef:UniRef100_A0A377K6X4, UniRef:UniRef50_P76093, UniRef:UniRef90_P76093
contig_1	cds	129588	130193	-	LNNEOK_00590	azoR	FMN-dependent NADH-azoreductase	BlastRules:WP_000048924, COG:C, COG:COG1182, EC:1.6.5.-, EC:1.7.1.17, GO:0009055, GO:0010181, GO:0016652, GO:0016655, KEGG:K01118, RefSeq:WP_000048941.1, SO:0001217, UniParc:UPI00005EF5FC, UniRef:UniRef100_Q0TI03, UniRef:UniRef50_Q8X9S9, UniRef:UniRef90_A8AGG0
contig_1	cds	130394	134296	+	LNNEOK_00595	hrpA	ATP-dependent RNA helicase HrpA	COG:COG1643, COG:J, EC:3.6.4.13, GO:0003676, GO:0003723, GO:0003724, GO:0004386, GO:0005524, GO:0009451, GO:0016887, GO:0034458, RefSeq:WP_000139619.1, SO:0001217, UniParc:UPI0002A2C8D0, UniRef:UniRef100_A0A3R0ZXY9, UniRef:UniRef50_P43329, UniRef:UniRef90_P43329
contig_1	cds	134569	135369	+	LNNEOK_00600	ydcF	Protein YdcF	COG:COG1434, COG:M, GO:0005886, RefSeq:WP_001027934.1, SO:0001217, UniParc:UPI00005EF5FE, UniRef:UniRef100_A0A0D8VGQ2, UniRef:UniRef50_P34209, UniRef:UniRef90_P34209
contig_1	cds	135566	137005	+	LNNEOK_00605	aldA	aldehyde dehydrogenase	COG:COG1012, COG:I, EC:1.2.1.-, EC:1.2.1.22, GO:0004777, GO:0005829, GO:0008911, GO:0009450, GO:0016620, GO:0019301, GO:0032991, GO:0042355, GO:0042802, GO:0050569, RefSeq:WP_000115979.1, SO:0001217, UniParc:UPI0000D50903, UniRef:UniRef100_A0A0D6ILG8, UniRef:UniRef50_P25553, UniRef:UniRef90_P25553
contig_1	cds	137047	138048	-	LNNEOK_00610	gap	type I glyceraldehyde-3-phosphate dehydrogenase	COG:COG0057, COG:G, EC:1.2.1.12, GO:0004365, GO:0005737, GO:0006006, GO:0006094, GO:0006096, GO:0019682, GO:0050661, GO:0051287, RefSeq:WP_000048688.1, SO:0001217, UniParc:UPI00000DEB65, UniRef:UniRef100_A0A0J8XNS2, UniRef:UniRef50_Q5HQV4, UniRef:UniRef90_P58072
contig_1	cds	138237	138767	+	LNNEOK_00615	cybB	cytochrome b561	COG:C, COG:COG3038, EC:1.10.3.17, GO:0005886, GO:0009055, GO:0016020, GO:0022904, GO:0046872, RefSeq:WP_001350640.1, SO:0001217, UniParc:UPI0000DACE33, UniRef:UniRef100_A0A0D8VE58, UniRef:UniRef50_P0ABE5, UniRef:UniRef90_P0ABE5
contig_1	ncRNA	138778	138841	-	LNNEOK_00620	rydC	RydC RNA	RFAM:RF00505, SO:0000655
contig_1	cds	139012	139185	+	LNNEOK_00625	ydcA	Uncharacterized protein YdcA	RefSeq:WP_000731859.1, SO:0001217, UniParc:UPI00000E49F0, UniRef:UniRef100_E2QLX6, UniRef:UniRef50_P0ACW4, UniRef:UniRef90_P0ACW4
contig_1	cds	139297	139464	-	LNNEOK_00630		Regulatory peptide	SO:0001217, UniParc:UPI00005E32F2, UniRef:UniRef100_A0A0J3VDW7, UniRef:UniRef50_Q3Z1F0, UniRef:UniRef90_Q3Z1F0
contig_1	ncRNA	139401	139552	-	LNNEOK_00635	sok	sok antitoxin (CssrC)	RFAM:RF01794, SO:0000655
contig_1	cds	139796	139984	+	LNNEOK_00640	cybB	cytochrome b561	COG:COG0840, COG:T, GO:0004888, GO:0005886, GO:0006935, GO:0007165, GO:0009055, GO:0016020, GO:0022904, GO:0042803, GO:0098561, RefSeq:WP_001538733.1, SO:0001217, UniParc:UPI0002A2588C, UniRef:UniRef100_A0A192ENE5, UniRef:UniRef50_P05704, UniRef:UniRef90_P05704
contig_1	cds	140023	141435	+	LNNEOK_00645	tar	Methyl-accepting chemotaxis protein (MCP)	COG:COG0840, COG:T, SO:0001217, UniParc:UPI00005EF602, UniRef:UniRef100_S1Q3B9, UniRef:UniRef50_P05704, UniRef:UniRef90_A0A2X2J7C6
contig_1	cds	141473	142396	-	LNNEOK_00650	ydcI	Uncharacterized HTH-type transcriptional regulator YdcI	COG:COG0583, COG:K, GO:0003677, GO:0003700, GO:0005829, GO:0006355, GO:0043565, GO:0045892, RefSeq:WP_000414563.1, SO:0001217, UniParc:UPI00005EF603, UniRef:UniRef100_E2QLX8, UniRef:UniRef50_P77171, UniRef:UniRef90_P77171
contig_1	cds	142613	143956	+	LNNEOK_00655	ydcJ	2-oxoadipate dioxygenase/decarboxylase	COG:COG5383, COG:R, EC:1.13.11.93, GO:0046872, GO:0051213, RefSeq:WP_001538734.1, SO:0001217, UniParc:UPI0002A23410, UniRef:UniRef100_A0A7B5FZY3, UniRef:UniRef50_Q88CC1, UniRef:UniRef90_P76097
contig_1	cds	144336	145835	+	LNNEOK_00660	opgD	glucan biosynthesis protein OpgD	BlastRules:WP_000375961, COG:COG3131, COG:M, GO:0003824, GO:0009250, GO:0030246, GO:0042597, SO:0001217, UniRef:UniRef50_Q83R85, UniRef:UniRef90_Q83R85
contig_1	cds	145975	146199	+	LNNEOK_00665	ydcH	Uncharacterized protein YdcH	COG:COG2841, COG:S, RefSeq:WP_001296056.1, SO:0001217, UniParc:UPI0000DACE37, UniRef:UniRef100_E2QLY1, UniRef:UniRef50_P0ACW6, UniRef:UniRef90_P0ACW6
contig_1	cds	146262	146801	+	LNNEOK_00670	rimL	50S ribosomal protein L7/L12-serine acetyltransferase	COG:COG1670, COG:JO, EC:2.3.1.-, GO:0004596, GO:0005737, GO:0008080, GO:0008999, GO:0036211, GO:1990189, RefSeq:WP_001298095.1, SO:0001217, UniParc:UPI00005EF607, UniRef:UniRef100_A0A192EP46, UniRef:UniRef50_P13857, UniRef:UniRef90_P13857
contig_1	cds	146793	147773	-	LNNEOK_00675	ydcK	YdcK family protein	COG:COG1044, COG:M, EC:2.3.1.-, GO:0016746, RefSeq:WP_001538735.1, SO:0001217, UniParc:UPI0002A43925, UniRef:UniRef100_A0A377K751, UniRef:UniRef50_P76100, UniRef:UniRef90_P76100
contig_1	cds	147897	148889	+	LNNEOK_00680	tehA	dicarboxylate transporter/tellurite-resistance protein TehA	COG:COG1275, COG:V, GO:0005886, GO:0006812, GO:0016020, GO:0042802, GO:0046583, GO:0046677, GO:0046690, GO:0055085, RefSeq:WP_001298119.1, SO:0001217, UniParc:UPI00005EF609, UniRef:UniRef100_A0A0G9FP59, UniRef:UniRef50_P25396, UniRef:UniRef90_P25396
contig_1	cds	148886	149479	+	LNNEOK_00685	tehB	tellurite resistance methyltransferase TehB	COG:COG2230, COG:I, EC:2.1.1.265, GO:0008757, GO:0046690, RefSeq:WP_001538737.1, SO:0001217, UniParc:UPI0002A31FF6, UniRef:UniRef100_A0A6C7H8C3, UniRef:UniRef50_A0A380A713, UniRef:UniRef90_A0A380A713
contig_1	cds	149782	150450	+	LNNEOK_00690	ydcL	Uncharacterized lipoprotein YdcL	GO:0005886, RefSeq:WP_001261013.1, SO:0001217, UniParc:UPI000013A924, UniRef:UniRef100_P64452, UniRef:UniRef50_P64452, UniRef:UniRef90_P64452
contig_1	cds	150485	151657	-	LNNEOK_00695	ydcO	BenE family transporter YdcO	BlastRules:WP_001236265, COG:COG3135, COG:Q, GO:0005886, GO:0042925, RefSeq:WP_001538739.1, SO:0001217, UniParc:UPI0002A2A1D1, UniRef:UniRef100_S1Q3C9, UniRef:UniRef50_P76103, UniRef:UniRef90_P76103
contig_1	cds	151749	152285	+	LNNEOK_00700	sutR	DNA-binding transcriptional regulator SutR	BlastRules:WP_000429155, COG:COG1396, COG:K, GO:0003677, GO:0003700, GO:0006355, GO:0009058, GO:0043565, GO:0045892, GO:0045893, RefSeq:WP_000429165.1, SO:0001217, UniParc:UPI00018872BD, UniRef:UniRef100_A0A0K5GLN9, UniRef:UniRef50_P77626, UniRef:UniRef90_P77626
contig_1	cds	152316	154319	+	LNNEOK_00705	rlhA	23S rRNA 5-hydroxycytidine C2501 synthase	BlastRules:WP_001303492, COG:COG0826, COG:J, SO:0001217, UniParc:UPI0002A2931C, UniRef:UniRef100_A0A8E2SDH5, UniRef:UniRef50_P76104, UniRef:UniRef90_J7QQT0
contig_1	cds	154411	154581	-	LNNEOK_00710	yncJ	Uncharacterized protein YncJ	SO:0001217, UniParc:UPI000170F0A5, UniRef:UniRef100_Q6KCW2, UniRef:UniRef50_P64460, UniRef:UniRef90_P64460
contig_1	cds	155135	156541	+	LNNEOK_00715	ydcR	Uncharacterized HTH-type transcriptional regulator YdcR	COG:COG1167, COG:KE, GO:0003677, GO:0003700, GO:0008483, GO:0009058, GO:0030170, GO:1901605, RefSeq:WP_000760639.1, SO:0001217, UniParc:UPI0001C22A77, UniRef:UniRef100_A0A066SZ37, UniRef:UniRef50_P77730, UniRef:UniRef90_P77730
contig_1	cds	156786	157931	+	LNNEOK_00720	ydcS	putative ABC transporter substrate-binding protein YdcS	COG:COG0687, COG:E, RefSeq:WP_000047434.1, SO:0001217, UniParc:UPI00000E4AE5, UniRef:UniRef100_A0A135PUV8, UniRef:UniRef50_P76108, UniRef:UniRef90_A0A135PUV8
contig_1	cds	157949	158962	+	LNNEOK_00725	ydcT	Uncharacterized ABC transporter ATP-binding protein YdcT	COG:COG3842, COG:E, GO:0005524, GO:0016020, GO:0016887, GO:0022857, GO:0055052, GO:0055085, RefSeq:WP_000220417.1, SO:0001217, UniParc:UPI00005EF9EA, UniRef:UniRef100_A0A0J2DIA5, UniRef:UniRef50_P77795, UniRef:UniRef90_P77795
contig_1	cds	158963	159904	+	LNNEOK_00730	potB	ABC-type spermidine/putrescine transport system, permease component I	COG:COG1176, COG:E, RefSeq:WP_001251325.1, SO:0001217, UniParc:UPI00000DEB76, UniRef:UniRef100_A0A061K1Z7, UniRef:UniRef50_A0A448L0P6, UniRef:UniRef90_A0A061K1Z7
contig_1	cds	159894	160688	+	LNNEOK_00735	ydcV	Inner membrane ABC transporter permease protein YdcV	COG:COG1177, COG:E, GO:0005886, GO:0009290, GO:0016020, GO:0055052, GO:0055085, RefSeq:WP_000555458.1, SO:0001217, UniParc:UPI000013A92F, UniRef:UniRef100_P0AFR9, UniRef:UniRef50_P0AFR9, UniRef:UniRef90_P0AFR9
contig_1	cds	160710	162134	+	LNNEOK_00740	patD	aminobutyraldehyde dehydrogenase	COG:COG1012, COG:I, EC:1.2.1.19, GO:0009447, GO:0019145, GO:0019477, GO:0033737, GO:0051287, RefSeq:WP_001538741.1, SO:0001217, UniParc:UPI0002A32A36, UniRef:UniRef100_A0A8B5HLN4, UniRef:UniRef50_Q8X9W5, UniRef:UniRef90_Q8X9W5
contig_1	cds	162521	162694	+	LNNEOK_00745	ortT	orphan toxin OrtT	BlastRules:WP_000061178, GO:0001896, GO:0005886, RefSeq:WP_000061178.1, SO:0001217, UniParc:UPI0000683E70, UniRef:UniRef100_P64454, UniRef:UniRef50_P64454, UniRef:UniRef90_P64454
contig_1	cds	162780	163013	+	LNNEOK_00750	ydcY	Uncharacterized protein YdcY	GO:0005829, RefSeq:WP_000018633.1, SO:0001217, UniParc:UPI000013A932, UniRef:UniRef100_P64457, UniRef:UniRef50_P64457, UniRef:UniRef90_P64457
contig_1	cds	163014	163463	-	LNNEOK_00755	ydcZ	DUF606 domain-containing protein	COG:COG3238, COG:S, RefSeq:WP_001538742.1, SO:0001217, UniParc:UPI0002A43DE9, UniRef:UniRef100_A0A377K6K3, UniRef:UniRef50_A8AGK9, UniRef:UniRef90_A0A0H3EIV1
contig_1	cds	163460	163978	-	LNNEOK_00760	mddA	L-methionine sulfoximine/L-methionine sulfone acetyltransferase	BlastRules:WP_000155373, RefSeq:WP_000027563.1, SO:0001217, UniParc:UPI00000D0785, UniRef:UniRef100_C3TAM2, UniRef:UniRef50_P76112, UniRef:UniRef90_C3TAM2
contig_1	cds	164185	164421	+	LNNEOK_00765	gntR	GntR family transcriptional regulator	SO:0001217, UniParc:UPI0002A2AEB4, UniRef:UniRef100_A0A426PQK4, UniRef:UniRef50_A0A136SHE5, UniRef:UniRef90_A0A426PQK4
contig_1	cds	164459	166561	-	LNNEOK_00770	pqqU	TonB-dependent receptor PqqU	COG:COG1629, COG:P, GO:0009279, GO:0015344, GO:0016020, GO:0030003, GO:0038023, GO:0044718, GO:1902495, RefSeq:WP_001538743.1, SO:0001217, UniParc:UPI0002A433EB, UniRef:UniRef100_A0A7B5G172, UniRef:UniRef50_P76115, UniRef:UniRef90_P76115
contig_1	cds	166803	167864	+	LNNEOK_00775	yncE	Uncharacterized protein YncE	COG:COG3391, COG:R, GO:0003677, GO:0030288, RefSeq:WP_001538744.1, SO:0001217, UniParc:UPI0002A3D4D7, UniRef:UniRef100_A0A3L2CL89, UniRef:UniRef50_P76116, UniRef:UniRef90_P76116
contig_1	cds	167977	169476	-	LNNEOK_00780	ansP	L-asparagine permease	COG:COG1113, COG:E, GO:0005886, GO:0006865, GO:0016020, GO:0055085, RefSeq:WP_001340130.1, SO:0001217, UniParc:UPI00018864D0, UniRef:UniRef100_A0A0D8VWC2, UniRef:UniRef50_P77610, UniRef:UniRef90_P77610
contig_1	cds	169743	169919	+	LNNEOK_00785		Glutathione S-transferase	SO:0001217, UniParc:UPI00005EF9E6, UniRef:UniRef100_A0A0D6ILZ2, UniRef:UniRef50_A0A376W693, UniRef:UniRef90_A0A376W693
contig_1	cds	169933	170343	+	LNNEOK_00790		Glutathione S-transferase	SO:0001217, UniParc:UPI0002A4490E, UniRef:UniRef100_A0A7B5K3A2, UniRef:UniRef50_A0A7U9AWU6, UniRef:UniRef90_A0A7U9AWU6
contig_1	cds	170884	171168	+	LNNEOK_00795		PAAR repeat-containing protein	RefSeq:WP_001127493.1, SO:0001217, UniParc:UPI0000043B22, UniRef:UniRef100_A0A067HJY8, UniRef:UniRef50_F9SS60, UniRef:UniRef90_A0A067HJY8
contig_1	cds	171187	173151	+	LNNEOK_00800		Vgr-like protein	RefSeq:WP_021522089.1, SO:0001217, UniParc:UPI000390FEE4, UniRef:UniRef100_UPI0010CBA0ED, UniRef:UniRef50_A0A7T0DYE1, UniRef:UniRef90_A0A377K6J2
contig_1	cds	173167	174108	+	LNNEOK_00805		DUF2169 domain-containing protein	RefSeq:WP_001019587.1, SO:0001217, UniParc:UPI000191E74F, UniRef:UniRef100_A0A330B595, UniRef:UniRef50_A0A2L1UVU8, UniRef:UniRef90_A0A330B595
